Match_ID,Date,Venue,Team_A,Team_B,Stage,Team_A_Ranking,Team_B_Ranking,Team_A_Form,Team_B_Form,HeadToHead_A_Wins,HeadToHead_B_Wins,Venue_HomeAdvantage_A,Venue_HomeAdvantage_B,Pitch_Type,Avg_T20_Score_Venue,Toss_Winner,Toss_Decision,Team_A_Tech_Index,Team_B_Tech_Index,Match_Total,Winner,Team_A_encoded,Team_B_encoded,Venue_encoded,Stage_encoded,Pitch_Type_encoded,Toss_Winner_encoded,Toss_Decision_encoded,Toss_Winner_Binary,Toss_Decision_Binary,Winner_Binary
M0480,2/26/2026,Chennai,Bangladesh,Nepal,Group,10,19,76.18,28.11,17,5,0,0,Spin-Friendly,155,Team_B,Field,213.14,66.42,134,Team_A,2,8,1,1,2,1,1,0,1,1
M0481,3/8/2026,Colombo,South Africa,PNG,Group,6,20,84.19,17.12,13,4,0,0,Spin-Friendly,160,Team_A,Bat,251.69,51.24,118,Team_A,15,12,2,1,2,0,0,1,0,1
M0482,3/8/2026,Mumbai,India,PNG,Group,1,20,92.06,53.42,21,0,1,0,Flat,175,Team_A,Field,325.97,76.72,159,Team_A,5,12,6,1,0,0,1,1,1,1
M0483,2/24/2026,Delhi,USA,Netherlands,Super8,17,11,59.01,70.61,9,13,0,0,Pace-Friendly,170,Team_B,Field,121.41,205.28,204,Team_B,17,9,3,3,1,1,1,0,1,0
M0484,2/25/2026,Delhi,Ireland,England,Group,12,3,53.4,58.62,9,21,0,0,Pace-Friendly,170,Team_B,Field,166.11,274.75,151,Team_B,6,4,3,1,1,1,1,0,1,0
M0485,2/20/2026,Kandy,Australia,India,Super8,2,1,89.22,95.0,8,17,0,0,Pace-Friendly,162,Team_A,Field,322.66,344.43,147,Team_A,1,5,4,3,1,0,1,1,1,1
M0486,2/8/2026,Colombo,West Indies,Netherlands,SemiFinal,7,11,87.71,59.81,4,2,0,0,Spin-Friendly,160,Team_B,Field,259.82,168.24,181,Team_A,18,9,2,2,2,1,1,0,1,1
M0487,2/11/2026,Mumbai,England,USA,Super8,3,17,90.0,34.58,22,4,0,0,Flat,175,Team_A,Field,307.59,89.62,165,Team_A,4,17,6,3,0,0,1,1,1,1
M0488,2/18/2026,Ahmedabad,South Africa,New Zealand,Super8,6,5,66.26,70.44,14,12,0,0,Flat,180,Team_B,Bat,241.25,272.28,203,Team_B,15,10,0,3,0,1,0,0,0,0
M0489,2/14/2026,Kandy,Bangladesh,South Africa,Group,10,6,59.16,85.91,9,14,0,0,Pace-Friendly,162,Team_B,Bat,195.7,261.28,173,Team_B,2,15,4,1,1,1,0,0,0,0
M0490,3/1/2026,Mumbai,Oman,England,Group,16,3,48.19,71.06,4,17,0,0,Flat,175,Team_A,Field,123.85,276.02,130,Team_B,11,4,6,1,0,0,1,1,1,0
M0491,2/17/2026,Colombo,Oman,Ireland,Group,16,12,32.06,44.45,13,17,0,0,Spin-Friendly,160,Team_A,Bat,116.0,148.21,169,Team_A,11,6,2,1,2,0,0,1,0,1
M0492,3/6/2026,Kandy,Scotland,Ireland,Group,13,12,80.45,52.58,13,14,0,0,Pace-Friendly,162,Team_B,Field,172.18,159.98,141,Team_B,14,6,4,1,1,1,1,0,1,0
M0493,2/18/2026,Colombo,Namibia,India,Group,15,1,57.06,72.72,2,22,0,0,Spin-Friendly,160,Team_A,Field,136.51,301.27,168,Team_B,7,5,2,1,2,0,1,1,1,0
M0494,2/28/2026,Kolkata,Nepal,PNG,Group,19,20,25.54,51.2,0,2,0,0,Spin-Friendly,165,Team_A,Field,59.01,77.82,169,Team_B,8,12,5,1,2,0,1,1,1,0
M0495,2/20/2026,Ahmedabad,India,New Zealand,Super8,1,5,64.23,63.97,6,2,1,0,Flat,180,Team_B,Bat,293.66,246.78,180,Team_A,5,10,0,3,0,1,0,0,0,1
M0496,2/21/2026,Mumbai,England,Pakistan,Group,3,4,88.02,77.17,15,7,0,0,Flat,175,Team_A,Bat,319.0,275.94,197,Team_B,4,13,6,1,0,0,0,1,0,0
M0497,3/8/2026,Kandy,Netherlands,New Zealand,Group,11,5,61.95,71.01,5,15,0,0,Pace-Friendly,162,Team_B,Field,192.43,256.5,151,Team_B,9,10,4,1,1,1,1,0,1,0
M0498,3/1/2026,Kandy,Ireland,Nepal,Group,12,19,84.34,49.32,4,6,0,0,Pace-Friendly,162,Team_A,Field,198.16,105.69,146,Team_A,6,8,4,1,1,0,1,1,1,1
M0499,2/20/2026,Kolkata,Zimbabwe,Pakistan,Group,14,4,73.92,65.68,4,13,0,0,Spin-Friendly,165,Team_B,Bat,164.57,259.76,174,Team_B,19,13,5,1,2,1,0,0,0,0
M0500,2/17/2026,Mumbai,South Africa,Ireland,Group,6,12,67.07,43.51,10,1,0,0,Flat,175,Team_B,Bat,253.67,162.45,178,Team_A,15,6,6,1,0,1,0,0,0,1
M0501,3/5/2026,Delhi,Netherlands,England,Group,11,3,62.53,89.85,9,15,0,0,Pace-Friendly,170,Team_A,Bat,198.45,307.23,189,Team_B,9,4,3,1,1,0,0,1,0,0
M0502,2/26/2026,Colombo,Scotland,Canada,Group,13,18,56.52,51.77,17,12,0,0,Spin-Friendly,160,Team_A,Field,160.31,87.96,141,Team_A,14,3,2,1,2,0,1,1,1,1
M0503,2/10/2026,Kandy,South Africa,Scotland,SemiFinal,6,13,71.46,49.86,7,5,0,0,Pace-Friendly,162,Team_B,Field,242.3,156.12,159,Team_A,15,14,4,2,1,1,1,0,1,1
M0504,3/3/2026,Kandy,USA,Bangladesh,Group,17,10,35.84,59.9,2,9,0,0,Pace-Friendly,162,Team_B,Field,94.42,184.66,150,Team_B,17,2,4,1,1,1,1,0,1,0
M0505,2/23/2026,Mumbai,Nepal,Afghanistan,Group,19,8,14.71,86.53,0,2,0,0,Flat,175,Team_A,Bat,53.12,238.04,172,Team_B,8,0,6,1,0,0,0,1,0,0
M0506,2/27/2026,Ahmedabad,Nepal,Australia,Group,19,2,45.27,70.65,0,2,0,0,Flat,180,Team_A,Field,86.52,302.84,158,Team_B,8,1,0,1,0,0,1,1,1,0
M0507,3/5/2026,Chennai,Zimbabwe,Bangladesh,Group,14,10,49.88,63.32,3,0,0,0,Spin-Friendly,155,Team_A,Field,135.58,209.49,129,Team_B,19,2,1,1,2,0,1,1,1,0
M0508,2/20/2026,Kandy,Scotland,Australia,Group,13,2,59.19,79.31,3,17,0,0,Pace-Friendly,162,Team_A,Field,172.21,286.47,200,Team_B,14,1,4,1,1,0,1,1,1,0
M0509,2/8/2026,Mumbai,India,Ireland,Group,1,12,76.98,31.97,2,0,1,0,Flat,175,Team_A,Bat,309.06,151.63,190,Team_A,5,6,6,1,0,0,0,1,0,1
M0510,3/5/2026,Delhi,Zimbabwe,Netherlands,Group,14,11,40.06,54.34,1,6,0,0,Pace-Friendly,170,Team_B,Bat,138.03,176.06,216,Team_B,19,9,3,1,1,1,0,0,0,0
M0511,2/7/2026,Mumbai,India,Scotland,Group,1,13,88.16,55.52,11,1,1,0,Flat,175,Team_A,Bat,312.18,150.22,180,Team_A,5,14,6,1,0,0,0,1,0,1
M0512,3/2/2026,Kandy,Nepal,Pakistan,Final,19,4,39.04,79.96,2,16,0,0,Pace-Friendly,162,Team_A,Field,81.62,281.47,158,Team_B,8,13,4,0,1,0,1,1,1,0
M0513,2/16/2026,Ahmedabad,South Africa,Pakistan,Group,6,4,82.21,65.23,11,14,0,0,Flat,180,Team_B,Bat,275.02,269.5,195,Team_A,15,13,0,1,0,1,0,0,0,1
M0514,2/19/2026,Chennai,West Indies,New Zealand,Group,7,5,69.6,68.34,9,17,0,0,Spin-Friendly,155,Team_A,Field,244.63,233.8,108,Team_A,18,10,1,1,2,0,1,1,1,1
M0515,3/4/2026,Chennai,Australia,PNG,Group,2,20,68.34,58.29,25,0,0,0,Spin-Friendly,155,Team_B,Field,293.29,74.94,106,Team_A,1,12,1,1,2,1,1,0,1,1
M0516,3/6/2026,Kandy,USA,West Indies,Group,17,7,59.43,50.67,6,17,0,0,Pace-Friendly,162,Team_B,Field,121.0,212.36,215,Team_A,17,18,4,1,1,1,1,0,1,1
M0517,2/10/2026,Kolkata,Namibia,South Africa,Super8,15,6,58.79,61.88,0,1,0,0,Spin-Friendly,165,Team_A,Field,147.23,228.88,145,Team_B,7,15,5,3,2,0,1,1,1,0
M0518,2/16/2026,Ahmedabad,Namibia,West Indies,Group,15,7,58.15,85.79,3,3,0,0,Flat,180,Team_B,Bat,146.84,269.12,172,Team_B,7,18,0,1,0,1,0,0,0,0
M0519,2/12/2026,Kolkata,Zimbabwe,India,Group,14,1,48.69,64.32,1,4,0,1,Spin-Friendly,165,Team_A,Field,123.51,299.28,152,Team_B,19,5,5,1,2,0,1,1,1,0
M0520,3/4/2026,Colombo,South Africa,West Indies,Group,6,7,79.94,58.92,14,4,0,0,Spin-Friendly,160,Team_A,Field,257.06,224.7,127,Team_B,15,18,2,1,2,0,1,1,1,0
M0521,2/27/2026,Chennai,USA,New Zealand,Group,17,5,50.33,64.43,4,13,0,0,Spin-Friendly,155,Team_A,Bat,111.76,227.55,153,Team_B,17,10,1,1,2,0,0,1,0,0
M0522,2/25/2026,Colombo,Ireland,Zimbabwe,Group,12,14,67.36,55.85,8,7,0,0,Spin-Friendly,160,Team_B,Bat,174.98,155.94,165,Team_B,6,19,2,1,2,1,0,0,0,0
M0523,2/26/2026,Mumbai,Canada,PNG,Group,18,20,33.3,44.87,2,0,0,0,Flat,175,Team_A,Bat,79.86,69.68,154,Team_A,3,12,6,1,0,0,0,1,0,1
M0524,3/1/2026,Mumbai,USA,Afghanistan,Group,17,8,32.44,84.63,5,13,0,0,Flat,175,Team_A,Bat,95.41,224.28,156,Team_B,17,0,6,1,0,0,0,1,0,0
M0525,2/12/2026,Chennai,India,USA,Final,1,17,92.4,44.04,0,0,1,0,Spin-Friendly,155,Team_B,Bat,337.09,110.3,169,Team_A,5,17,1,0,2,1,0,0,0,1
M0526,2/15/2026,Chennai,Nepal,West Indies,Group,19,7,63.03,75.54,6,20,0,0,Spin-Friendly,155,Team_B,Bat,95.25,248.4,152,Team_B,8,18,1,1,2,1,0,0,0,0
M0527,2/21/2026,Chennai,Oman,Afghanistan,Group,16,8,41.76,58.81,2,9,0,0,Spin-Friendly,155,Team_B,Field,109.76,230.01,147,Team_B,11,0,1,1,2,1,1,0,1,0
M0528,3/5/2026,Ahmedabad,PNG,England,Group,20,3,49.92,83.86,0,8,0,0,Flat,180,Team_A,Field,69.92,293.34,182,Team_B,12,4,0,1,0,0,1,1,1,0
M0529,2/9/2026,Colombo,Sri Lanka,Pakistan,Group,9,4,62.21,77.96,10,13,1,0,Spin-Friendly,160,Team_A,Field,219.49,285.19,158,Team_B,16,13,2,1,2,0,1,1,1,0
M0530,2/25/2026,Kandy,Canada,New Zealand,Group,18,5,49.82,63.79,4,14,0,0,Pace-Friendly,162,Team_B,Field,90.44,258.6,139,Team_B,3,10,4,1,1,1,1,0,1,0
M0531,2/24/2026,Mumbai,Netherlands,Nepal,Group,11,19,78.98,34.52,18,10,0,0,Flat,175,Team_B,Field,200.97,63.18,153,Team_A,9,8,6,1,0,1,1,0,1,1
M0532,2/25/2026,Kandy,Oman,PNG,Group,16,20,51.09,42.76,15,8,0,0,Pace-Friendly,162,Team_B,Bat,126.47,75.69,170,Team_A,11,12,4,1,1,1,0,0,0,1
M0533,2/23/2026,Mumbai,Sri Lanka,Canada,Group,9,18,62.76,50.58,0,0,0,0,Flat,175,Team_A,Field,206.58,96.35,163,Team_A,16,3,6,1,0,0,1,1,1,1
M0534,3/3/2026,Kolkata,Nepal,New Zealand,Final,19,5,53.9,66.13,4,12,0,0,Spin-Friendly,165,Team_A,Field,100.17,245.88,171,Team_B,8,10,5,0,2,0,1,1,1,0
M0535,3/6/2026,Colombo,New Zealand,Australia,Group,5,2,76.45,69.74,17,13,0,0,Spin-Friendly,160,Team_A,Field,250.57,293.58,178,Team_B,10,1,2,1,2,0,1,1,1,0
M0536,3/3/2026,Kolkata,Pakistan,Oman,Group,4,16,63.54,50.29,13,2,0,0,Spin-Friendly,165,Team_A,Bat,265.32,120.79,154,Team_A,13,11,5,1,2,0,0,1,0,1
M0537,2/23/2026,Kolkata,South Africa,Netherlands,Group,6,11,77.31,65.9,14,15,0,0,Spin-Friendly,165,Team_B,Bat,255.85,183.29,154,Team_B,15,9,5,1,2,1,0,0,0,0
M0538,2/27/2026,Ahmedabad,Ireland,Afghanistan,Group,12,8,66.46,77.51,3,7,0,0,Flat,180,Team_A,Field,181.54,228.1,178,Team_B,6,0,0,1,0,0,1,1,1,0
M0539,3/2/2026,Kandy,PNG,Netherlands,Group,20,11,53.92,59.16,2,6,0,0,Pace-Friendly,162,Team_A,Bat,87.43,182.49,155,Team_B,12,9,4,1,1,0,0,1,0,0
M0540,2/9/2026,Kandy,Netherlands,Afghanistan,Group,11,8,60.91,84.07,7,9,0,0,Pace-Friendly,162,Team_B,Bat,197.11,232.85,189,Team_B,9,0,4,1,1,1,0,0,0,0
M0541,3/5/2026,Mumbai,Namibia,Scotland,Group,15,13,64.18,66.57,11,16,0,0,Flat,175,Team_B,Bat,150.27,176.64,161,Team_B,7,14,6,1,0,1,0,0,0,0
M0542,3/7/2026,Delhi,USA,Sri Lanka,Group,17,9,48.73,65.87,1,3,0,0,Pace-Friendly,170,Team_B,Bat,103.8,203.18,179,Team_B,17,16,3,1,1,1,0,0,0,0
M0543,2/11/2026,Kolkata,Scotland,England,Group,13,3,50.75,89.52,0,5,0,0,Spin-Friendly,165,Team_A,Bat,150.15,293.41,166,Team_B,14,4,5,1,2,0,0,1,0,0
M0544,2/20/2026,Kolkata,Oman,Canada,SemiFinal,16,18,36.32,33.47,14,11,0,0,Spin-Friendly,165,Team_B,Field,112.42,78.6,237,Team_A,11,3,5,2,2,1,1,0,1,1
M0545,2/25/2026,Kolkata,Afghanistan,Canada,Super8,8,18,64.19,44.94,3,2,0,0,Spin-Friendly,165,Team_B,Bat,213.76,105.3,172,Team_A,0,3,5,3,2,1,0,0,0,1
M0546,2/11/2026,Kolkata,Afghanistan,England,Group,8,3,71.1,71.15,8,12,0,0,Spin-Friendly,165,Team_A,Field,223.5,258.62,152,Team_A,0,4,5,1,2,0,1,1,1,1
M0547,2/23/2026,Kolkata,England,Sri Lanka,SemiFinal,3,9,55.82,65.45,19,11,0,0,Spin-Friendly,165,Team_B,Field,261.79,216.82,165,Team_A,4,16,5,2,2,1,1,0,1,1
M0548,3/2/2026,Colombo,Namibia,Nepal,Group,15,19,37.91,39.91,20,1,0,0,Spin-Friendly,160,Team_B,Field,110.99,84.08,158,Team_A,7,8,2,1,2,1,1,0,1,1
M0549,3/6/2026,Chennai,USA,Zimbabwe,Group,17,14,38.05,52.18,6,9,0,0,Spin-Friendly,155,Team_A,Bat,84.98,129.87,185,Team_B,17,19,1,1,2,0,0,1,0,0
M0550,3/5/2026,Delhi,USA,Nepal,Group,17,19,46.94,39.46,11,13,0,0,Pace-Friendly,170,Team_A,Field,103.8,63.71,207,Team_A,17,8,3,1,1,0,1,1,1,1
M0551,2/17/2026,Colombo,Pakistan,USA,Group,4,17,76.77,47.78,24,5,0,0,Spin-Friendly,160,Team_B,Field,277.56,91.57,145,Team_A,13,17,2,1,2,1,1,0,1,1
M0552,2/10/2026,Kolkata,Pakistan,Ireland,Group,4,12,59.79,52.83,0,0,0,0,Spin-Friendly,165,Team_A,Field,266.6,158.85,133,Team_A,13,6,5,1,2,0,1,1,1,1
M0553,2/11/2026,Kandy,Zimbabwe,Australia,Group,14,2,36.29,82.72,3,16,0,0,Pace-Friendly,162,Team_A,Bat,137.65,304.3,184,Team_B,19,1,4,1,1,0,0,1,0,0
M0554,2/24/2026,Kandy,West Indies,Pakistan,Group,7,4,60.78,70.88,10,6,0,0,Pace-Friendly,162,Team_A,Bat,231.17,270.27,134,Team_B,18,13,4,1,1,0,0,1,0,0
M0555,3/5/2026,Delhi,Namibia,England,Group,15,3,56.64,70.49,0,0,0,0,Pace-Friendly,170,Team_B,Field,132.71,285.85,167,Team_B,7,4,3,1,1,1,1,0,1,0
M0556,2/20/2026,Delhi,West Indies,Canada,Group,7,18,59.95,46.85,3,4,0,0,Pace-Friendly,170,Team_B,Field,236.24,95.15,168,Team_A,18,3,3,1,1,1,1,0,1,1
M0557,3/8/2026,Colombo,Oman,West Indies,Group,16,7,50.08,64.74,8,16,0,0,Spin-Friendly,160,Team_A,Field,112.96,222.42,115,Team_B,11,18,2,1,2,0,1,1,1,0
M0558,2/9/2026,Kandy,Ireland,Bangladesh,Group,12,10,67.33,39.67,3,6,0,0,Pace-Friendly,162,Team_B,Bat,175.79,178.58,132,Team_A,6,2,4,1,1,1,0,0,0,1
M0559,2/25/2026,Ahmedabad,Oman,Netherlands,Super8,16,11,56.55,68.11,7,9,0,0,Flat,180,Team_A,Bat,129.86,184.54,169,Team_B,11,9,0,3,0,0,0,1,0,0
M0560,2/17/2026,Kandy,Scotland,PNG,Group,13,20,50.96,41.05,10,3,0,0,Pace-Friendly,162,Team_B,Bat,153.1,70.86,141,Team_A,14,12,4,1,1,1,0,0,0,1
M0561,3/6/2026,Mumbai,Bangladesh,West Indies,Group,10,7,58.0,70.69,11,6,0,0,Flat,175,Team_B,Bat,203.32,237.77,168,Team_B,2,18,6,1,0,1,0,0,0,0
M0562,3/3/2026,Chennai,South Africa,India,Group,6,1,66.2,76.69,4,2,0,1,Spin-Friendly,155,Team_B,Field,247.65,314.54,135,Team_B,15,5,1,1,2,1,1,0,1,0
M0563,2/24/2026,Delhi,Netherlands,Namibia,Group,11,15,70.36,37.77,10,5,0,0,Pace-Friendly,170,Team_B,Field,198.74,112.3,185,Team_A,9,7,3,1,1,1,1,0,1,1
M0564,3/2/2026,Chennai,Namibia,Afghanistan,Group,15,8,49.22,62.63,1,3,0,0,Spin-Friendly,155,Team_A,Field,135.85,213.65,181,Team_B,7,0,1,1,2,0,1,1,1,0
M0565,2/10/2026,Kolkata,Canada,Bangladesh,Group,18,10,56.91,57.37,1,5,0,0,Spin-Friendly,165,Team_B,Field,114.59,195.81,167,Team_B,3,2,5,1,2,1,1,0,1,0
M0566,3/1/2026,Colombo,Namibia,Sri Lanka,Group,15,9,40.9,75.47,0,1,0,1,Spin-Friendly,160,Team_A,Bat,108.53,231.4,145,Team_B,7,16,2,1,2,0,0,1,0,0
M0567,2/11/2026,Kandy,Zimbabwe,England,Group,14,3,49.48,68.11,1,14,0,0,Pace-Friendly,162,Team_B,Bat,134.99,280.54,169,Team_B,19,4,4,1,1,1,0,0,0,0
M0568,2/8/2026,Delhi,South Africa,Nepal,Final,6,19,76.63,35.93,19,4,0,0,Pace-Friendly,170,Team_B,Field,260.95,83.9,156,Team_A,15,8,3,0,1,1,1,0,1,1
M0569,3/1/2026,Mumbai,Nepal,Sri Lanka,Group,19,9,33.03,49.23,9,21,0,0,Flat,175,Team_A,Field,76.08,192.14,209,Team_B,8,16,6,1,0,0,1,1,1,0
M0570,2/7/2026,Chennai,Nepal,England,Group,19,3,41.6,59.3,0,6,0,0,Spin-Friendly,155,Team_B,Bat,84.01,266.71,114,Team_B,8,4,1,1,2,1,0,0,0,0
M0571,2/20/2026,Delhi,Scotland,Ireland,Group,13,12,55.36,63.36,13,14,0,0,Pace-Friendly,170,Team_B,Bat,166.15,176.94,201,Team_B,14,6,3,1,1,1,0,0,0,0
M0572,3/4/2026,Chennai,Netherlands,South Africa,SemiFinal,11,6,54.59,80.67,0,0,0,0,Spin-Friendly,155,Team_A,Field,172.24,260.68,176,Team_B,9,15,1,2,2,0,1,1,1,0
M0573,2/23/2026,Colombo,Namibia,West Indies,Group,15,7,56.29,71.8,5,12,0,0,Spin-Friendly,160,Team_B,Field,134.1,232.04,180,Team_B,7,18,2,1,2,1,1,0,1,0
M0574,2/8/2026,Delhi,PNG,New Zealand,Final,20,5,34.58,84.92,2,10,0,0,Pace-Friendly,170,Team_A,Field,70.07,271.02,156,Team_B,12,10,3,0,1,0,1,1,1,0
M0575,3/5/2026,Chennai,Nepal,Bangladesh,Group,19,10,54.09,53.55,5,15,0,0,Spin-Friendly,155,Team_A,Field,87.02,172.44,164,Team_B,8,2,1,1,2,0,1,1,1,0
M0576,2/24/2026,Delhi,Australia,Bangladesh,Group,2,10,67.86,70.48,21,8,0,0,Pace-Friendly,170,Team_B,Bat,289.76,202.59,195,Team_A,1,2,3,1,1,1,0,0,0,1
M0577,2/26/2026,Colombo,Ireland,Oman,Group,12,16,46.21,51.72,3,3,0,0,Spin-Friendly,160,Team_A,Field,168.36,124.99,145,Team_A,6,11,2,1,2,0,1,1,1,1
M0578,2/22/2026,Delhi,India,Namibia,Group,1,15,74.29,53.97,18,6,1,0,Pace-Friendly,170,Team_B,Field,302.69,130.99,196,Team_A,5,7,3,1,1,1,1,0,1,1
M0579,2/11/2026,Colombo,India,England,Group,1,3,74.03,52.1,12,15,0,0,Spin-Friendly,160,Team_A,Field,314.86,255.14,150,Team_B,5,4,2,1,2,0,1,1,1,0
M0580,2/25/2026,Delhi,India,Bangladesh,Group,1,10,76.71,65.59,9,3,1,0,Pace-Friendly,170,Team_A,Bat,312.03,193.72,212,Team_A,5,2,3,1,1,0,0,1,0,1
M0581,2/16/2026,Colombo,Pakistan,PNG,Final,4,20,68.19,35.89,22,0,0,0,Spin-Friendly,160,Team_B,Field,272.03,46.87,172,Team_A,13,12,2,0,2,1,1,0,1,1
M0582,3/6/2026,Kandy,Sri Lanka,Pakistan,Group,9,4,69.89,73.16,13,17,1,0,Pace-Friendly,162,Team_B,Field,214.28,281.31,161,Team_B,16,13,4,1,1,1,1,0,1,0
M0583,2/12/2026,Kolkata,India,USA,SemiFinal,1,17,83.11,29.1,24,3,1,0,Spin-Friendly,165,Team_A,Bat,307.91,88.68,153,Team_A,5,17,5,2,2,0,0,1,0,1
M0584,3/1/2026,Colombo,Sri Lanka,Ireland,Group,9,12,64.77,59.24,13,10,1,0,Spin-Friendly,160,Team_A,Bat,220.51,160.84,203,Team_A,16,6,2,1,2,0,0,1,0,1
M0585,2/24/2026,Chennai,Sri Lanka,Zimbabwe,Super8,9,14,95.0,42.77,1,0,0,0,Spin-Friendly,155,Team_A,Field,234.9,133.09,149,Team_A,16,19,1,3,2,0,1,1,1,1
M0586,2/15/2026,Ahmedabad,Ireland,West Indies,Group,12,7,56.73,59.74,8,11,0,0,Flat,180,Team_A,Bat,158.82,227.57,175,Team_B,6,18,0,1,0,0,0,1,0,0
M0587,2/14/2026,Kolkata,Namibia,Oman,Group,15,16,31.35,50.28,11,12,0,0,Spin-Friendly,165,Team_B,Field,109.91,113.92,159,Team_A,7,11,5,1,2,1,1,0,1,1
M0588,2/7/2026,Kolkata,Scotland,Pakistan,Group,13,4,56.29,71.3,1,0,0,0,Spin-Friendly,165,Team_B,Field,148.58,269.85,165,Team_B,14,13,5,1,2,1,1,0,1,0
M0589,2/24/2026,Kandy,Australia,New Zealand,Group,2,5,64.33,77.93,17,12,0,0,Pace-Friendly,162,Team_B,Field,282.25,268.91,142,Team_A,1,10,4,1,1,1,1,0,1,1
M0590,2/12/2026,Delhi,Namibia,Zimbabwe,Group,15,14,67.75,54.29,5,13,0,0,Pace-Friendly,170,Team_B,Field,143.07,149.88,158,Team_B,7,19,3,1,1,1,1,0,1,0
M0591,2/27/2026,Delhi,Canada,Zimbabwe,Group,18,14,41.19,60.96,8,12,0,0,Pace-Friendly,170,Team_B,Field,92.3,150.55,223,Team_B,3,19,3,1,1,1,1,0,1,0
M0592,2/21/2026,Ahmedabad,Ireland,Zimbabwe,Group,12,14,45.65,42.78,7,2,0,0,Flat,180,Team_B,Bat,155.0,134.7,219,Team_A,6,19,0,1,0,1,0,0,0,1
M0593,3/5/2026,Delhi,Ireland,PNG,Super8,12,20,66.62,27.84,17,7,0,0,Pace-Friendly,170,Team_A,Bat,195.19,57.73,143,Team_A,6,12,3,3,1,0,0,1,0,1
M0594,3/3/2026,Chennai,Pakistan,Afghanistan,Group,4,8,82.74,65.7,8,7,0,0,Spin-Friendly,155,Team_B,Bat,268.61,230.09,156,Team_A,13,0,1,1,2,1,0,0,0,1
M0595,3/4/2026,Kolkata,England,Netherlands,Group,3,11,83.01,88.15,0,0,0,0,Spin-Friendly,165,Team_B,Bat,299.97,195.88,156,Team_A,4,9,5,1,2,1,0,0,0,1
M0596,2/12/2026,Kolkata,England,Zimbabwe,Group,3,14,77.24,61.1,19,3,0,0,Spin-Friendly,165,Team_B,Field,294.94,154.29,164,Team_A,4,19,5,1,2,1,1,0,1,1
M0597,2/14/2026,Colombo,Australia,England,Group,2,3,85.5,78.79,8,8,0,0,Spin-Friendly,160,Team_B,Bat,296.33,278.65,187,Team_B,1,4,2,1,2,1,0,0,0,0
M0598,2/13/2026,Chennai,Canada,Australia,Group,18,2,36.86,72.24,4,23,0,0,Spin-Friendly,155,Team_A,Bat,70.96,285.08,149,Team_B,3,1,1,1,2,0,0,1,0,0
M0599,2/21/2026,Delhi,Namibia,Pakistan,Group,15,4,48.37,53.93,1,7,0,0,Pace-Friendly,170,Team_B,Bat,129.25,253.03,197,Team_A,7,13,3,1,1,1,0,0,0,1
M0600,2/7/2026,Delhi,Netherlands,Canada,Group,11,18,56.36,46.5,5,0,0,0,Pace-Friendly,170,Team_A,Bat,192.85,96.3,187,Team_A,9,3,3,1,1,0,0,1,0,1
